

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Democratic Republic of the Congo",180,"Dependency ratio",4192,2012,29.8519095869,"E","","0"
"Denmark",208,"Dependency ratio",4192,2012,0.0,"E","","0"
"Djibouti",262,"Dependency ratio",4192,2012,0.0,"E","","0"
"Dominica",212,"Dependency ratio",4192,2012,0.0,"","","1537"
"Dominican Republic",214,"Dependency ratio",4192,2012,0.0,"E","","0"
"Ecuador",218,"Dependency ratio",4192,2012,0.0,"E","","0"
"Egypt",818,"Dependency ratio",4192,2012,98.2608695652,"E","","0"
"El Salvador",222,"Dependency ratio",4192,2012,40.5024743053,"E","","0"
"Equatorial Guinea",226,"Dependency ratio",4192,2012,0.0,"E","","0"
"Eritrea",232,"Dependency ratio",4192,2012,61.7224880383,"E","","0"
"Estonia",233,"Dependency ratio",4192,2012,0.7496486022,"E","","0"
"Eswatini",748,"Dependency ratio",4192,2012,41.4634146341,"E","","0"
"Ethiopia",231,"Dependency ratio",4192,2012,0.0,"E","","0"
"Faroe Islands",234,"Dependency ratio",4192,2012,0.0,"","","6043"
"Fiji",242,"Dependency ratio",4192,2012,0.0,"E","","0"
"Finland",246,"Dependency ratio",4192,2012,2.7272727273,"E","","0"
"France",250,"Dependency ratio",4192,2012,5.2132701422,"E","","0"
"Gabon",266,"Dependency ratio",4192,2012,1.2048192771,"E","","0"
"Gambia",270,"Dependency ratio",4192,2012,62.5,"E","","0"
"Georgia",268,"Dependency ratio",4192,2012,8.2109584715,"E","","0"
"Germany",276,"Dependency ratio",4192,2012,30.5194805195,"E","","0"
"Ghana",288,"Dependency ratio",4192,2012,46.0854092527,"E","","0"
"Greece",300,"Dependency ratio",4192,2012,15.2046783626,"E","","0"
"Grenade",308,"Dependency ratio",4192,2012,0.0,"","","1537"
"Guatemala",320,"Dependency ratio",4192,2012,14.6274724416,"E","","0"
"Guinea",324,"Dependency ratio",4192,2012,0.0,"E","","0"
"Guinea-Bissau",624,"Dependency ratio",4192,2012,49.0445859873,"E","","0"
"Guyana",328,"Dependency ratio",4192,2012,11.0701107011,"E","","0"
"Haiti",332,"Dependency ratio",4192,2012,7.2386250178,"E","","0"
"Honduras",340,"Dependency ratio",4192,2012,1.6318736166,"E","","0"
"Hungary",348,"Dependency ratio",4192,2012,94.2307692308,"E","","0"
"Iceland",352,"Dependency ratio",4192,2012,0.0,"E","","0"
"India",356,"Dependency ratio",4192,2012,30.5208533538,"E","","0"
"Indonesia",360,"Dependency ratio",4192,2012,0.0,"E","","0"
"Iran (Islamic Republic of)",364,"Dependency ratio",4192,2012,6.7725904161,"E","","0"
"Iraq",368,"Dependency ratio",4192,2012,60.827954596,"E","","0"
"Ireland",372,"Dependency ratio",4192,2012,5.7692307692,"E","","0"
"Israel",376,"Dependency ratio",4192,2012,57.8651685393,"E","","0"
"Italy",380,"Dependency ratio",4192,2012,4.6001045478,"E","","0"
"Jamaica",388,"Dependency ratio",4192,2012,0.0,"E","","0"
"Japan",392,"Dependency ratio",4192,2012,0.0,"E","","0"
"Jordan",400,"Dependency ratio",4192,2012,27.2145144077,"E","","0"
"Kazakhstan",398,"Dependency ratio",4192,2012,40.6420071949,"E","","0"
"Kenya",404,"Dependency ratio",4192,2012,32.5732899023,"E","","0"
"Kiribati",296,"Dependency ratio",4192,2012,0.0,"","","6043"
"Kuwait",414,"Dependency ratio",4192,2012,100.0,"E","","0"
"Kyrgyzstan",417,"Dependency ratio",4192,2012,1.1275460718,"E","","0"
"Lao People's Democratic Republic",418,"Dependency ratio",4192,2012,42.9085457271,"E","","0"
"Latvia",428,"Dependency ratio",4192,2012,51.5168860904,"E","","0"
"Lebanon",422,"Dependency ratio",4192,2012,0.7854485325,"E","","0"
"Lesotho",426,"Dependency ratio",4192,2012,0.0,"E","","0"
"Liberia",430,"Dependency ratio",4192,2012,13.7931034483,"E","","0"
"Libya",434,"Dependency ratio",4192,2012,0.0,"E","","0"
"Lithuania",440,"Dependency ratio",4192,2012,36.8979591837,"E","","0"
"Luxembourg",442,"Dependency ratio",4192,2012,71.4285714286,"E","","0"
"Madagascar",450,"Dependency ratio",4192,2012,0.0,"E","","0"
"Malawi",454,"Dependency ratio",4192,2012,6.5972222222,"E","","0"
"Malaysia",458,"Dependency ratio",4192,2012,0.0,"E","","0"
"Maldives",462,"Dependency ratio",4192,2012,0.0,"E","","0"
"Mali",466,"Dependency ratio",4192,2012,50.0,"E","","0"
"Malta",470,"Dependency ratio",4192,2012,0.0,"E","","0"
"Marshall Islands",584,"Dependency ratio",4192,2012,0.0,"","","6043"
"Mauritania",478,"Dependency ratio",4192,2012,96.4912280702,"E","","0"
"Mauritius",480,"Dependency ratio",4192,2012,0.0,"E","","0"
"Mexico",484,"Dependency ratio",4192,2012,11.53,"","","6433"
"Micronesia (Federated States of)",583,"Dependency ratio",4192,2012,0.0,"","","6043"
"Mongolia",496,"Dependency ratio",4192,2012,0.0,"E","","0"
"Morocco",504,"Dependency ratio",4192,2012,0.0,"E","","0"
"Mozambique",508,"Dependency ratio",4192,2012,53.8000921234,"E","","0"
"Myanmar",104,"Dependency ratio",4192,2012,14.1291317006,"E","","0"
"Namibia",516,"Dependency ratio",4192,2012,84.5652718617,"E","","0"
"Nauru",520,"Dependency ratio",4192,2012,0.0,"","","6043"
"Nepal",524,"Dependency ratio",4192,2012,5.7088487155,"E","","0"
"Netherlands",528,"Dependency ratio",4192,2012,87.9120879121,"E","","0"
"New Zealand",554,"Dependency ratio",4192,2012,0.0,"E","","0"
"Nicaragua",558,"Dependency ratio",4192,2012,5.0510576222,"E","","0"
"Niger",562,"Dependency ratio",4192,2012,89.7209985316,"E","","0"
"Nigeria",566,"Dependency ratio",4192,2012,22.7812718379,"E","","0"
"Niue",570,"Dependency ratio",4192,2012,0.0,"","","6043"
"North Macedonia",807,"Dependency ratio",4192,2012,15.625,"E","","0"
"Norway",578,"Dependency ratio",4192,2012,2.7989821883,"E","","0"
"Oman",512,"Dependency ratio",4192,2012,0.0,"E","","0"
"Pakistan",586,"Dependency ratio",4192,2012,77.7147487844,"E","","0"
"Palau",585,"Dependency ratio",4192,2012,0.0,"","","6043"
"Palestine",275,"Dependency ratio",4192,2012,2.9868578256,"E","","0"
"Panama",591,"Dependency ratio",4192,2012,1.9410785046,"E","","0"
"Papua New Guinea",598,"Dependency ratio",4192,2012,0.0,"E","","0"
"Paraguay",600,"Dependency ratio",4192,2012,69.8274750496,"E","","0"
"Peru",604,"Dependency ratio",4192,2012,12.7034790935,"E","","0"
"Philippines",608,"Dependency ratio",4192,2012,0.0,"E","","0"
"Poland",616,"Dependency ratio",4192,2012,11.4049586777,"E","","0"
"Portugal",620,"Dependency ratio",4192,2012,50.9043927649,"E","","0"
"Puerto Rico",630,"Dependency ratio",4192,2012,0.0,"E","","0"
"Qatar",634,"Dependency ratio",4192,2012,3.4482758621,"E","","0"
"Republic of Korea",410,"Dependency ratio",4192,2012,6.9583931133,"E","","0"
"Republic of Moldova",498,"Dependency ratio",4192,2012,86.7970660147,"E","","0"
"Romania",642,"Dependency ratio",4192,2012,80.010376869,"E","","0"
"Russian Federation",643,"Dependency ratio",4192,2012,4.7165527368,"E","","0"
"Rwanda",646,"Dependency ratio",4192,2012,28.5714285714,"E","","0"
"Saint Kitts and Nevis",659,"Dependency ratio",4192,2012,0.0,"E","","0"
"Saint Lucia",662,"Dependency ratio",4192,2012,0.0,"","","1537"
"Saint Vincent and the Grenadines",670,"Dependency ratio",4192,2012,0.0,"","","1537"
"Samoa",882,"Dependency ratio",4192,2012,0.0,"","","6043"
"Sao Tome and Principe",678,"Dependency ratio",4192,2012,0.0,"E","","0"
"Saudi Arabia",682,"Dependency ratio",4192,2012,0.0,"E","","0"
"Senegal",686,"Dependency ratio",4192,2012,33.7952270978,"E","","0"
"Seychelles",690,"Dependency ratio",4192,2012,0.0,"","","5726"
"Sierra Leone",694,"Dependency ratio",4192,2012,0.0,"E","","0"
"Singapore",702,"Dependency ratio",4192,2012,0.0,"E","","0"
"Slovakia",703,"Dependency ratio",4192,2012,74.8502994012,"E","","0"
"Slovenia",705,"Dependency ratio",4192,2012,41.4182616881,"E","","0"
"Solomon Islands",90,"Dependency ratio",4192,2012,0.0,"E","","0"
"Somalia",706,"Dependency ratio",4192,2012,59.1836734694,"E","","0"
"South Africa",710,"Dependency ratio",4192,2012,12.8404669261,"E","","0"
"South Sudan",728,"Dependency ratio",4192,2012,65.7894736842,"E","","0"
"Spain",724,"Dependency ratio",4192,2012,0.269058296,"E","","0"
"Sri Lanka",144,"Dependency ratio",4192,2012,0.0,"E","","0"
"Sudan",729,"Dependency ratio",4192,2012,96.1277831559,"E","","0"
"Suriname",740,"Dependency ratio",4192,2012,0.0,"E","","0"
"Sweden",752,"Dependency ratio",4192,2012,1.724137931,"E","","0"
"Switzerland",756,"Dependency ratio",4192,2012,24.4859813084,"E","","0"
"Syrian Arab Republic",760,"Dependency ratio",4192,2012,72.3587318812,"E","","0"
"Tajikistan",762,"Dependency ratio",4192,2012,17.3375016282,"E","","0"
"Thailand",764,"Dependency ratio",4192,2012,48.8132965505,"E","","0"
"Timor-Leste",626,"Dependency ratio",4192,2012,0.0,"E","","0"
"Togo",768,"Dependency ratio",4192,2012,21.768707483,"E","","0"
"Tokelau",772,"Dependency ratio",4192,2012,0.0,"","","6043"
"Tonga",776,"Dependency ratio",4192,2012,0.0,"","","6043"
"Trinidad and Tobago",780,"Dependency ratio",4192,2012,0.0,"E","","0"
"Tunisia",788,"Dependency ratio",4192,2012,9.1007583965,"E","","0"
"Turkey",792,"Dependency ratio",4192,2012,1.5184381779,"E","","0"
"Turkmenistan",795,"Dependency ratio",4192,2012,96.9956163798,"E","","0"
"Tuvalu",798,"Dependency ratio",4192,2012,0.0,"","","6043"
"Uganda",800,"Dependency ratio",4192,2012,35.1081530782,"E","","0"
"Ukraine",804,"Dependency ratio",4192,2012,68.5645823825,"E","","0"
"United Arab Emirates",784,"Dependency ratio",4192,2012,0.0,"E","","0"
"United Kingdom",826,"Dependency ratio",4192,2012,1.3605442177,"E","","0"
"United Republic of Tanzania",834,"Dependency ratio",4192,2012,12.7454035525,"E","","0"
"United States of America",840,"Dependency ratio",4192,2012,8.1785597915,"E","","0"
"Uruguay",858,"Dependency ratio",4192,2012,46.4576074332,"E","","0"
"Uzbekistan",860,"Dependency ratio",4192,2012,80.0707403342,"E","","0"
"Vanuatu",548,"Dependency ratio",4192,2012,0.0,"","","6043"
"Venezuela (Bolivarian Republic of)",862,"Dependency ratio",4192,2012,39.2452830189,"E","","0"
"Viet Nam",704,"Dependency ratio",4192,2012,59.347147446,"E","","0"
"Yemen",887,"Dependency ratio",4192,2012,0.0,"E","","0"
"Zambia",894,"Dependency ratio",4192,2012,23.4732824427,"E","","0"
"Zimbabwe",716,"Dependency ratio",4192,2012,38.7,"E","","0"
"Afghanistan",4,"Total renewable water resources per capita",4190,2012,2096.5056228582,"E","","0"
"Albania",8,"Total renewable water resources per capita",4190,2012,10363.4197363436,"E","","0"
"Algeria",12,"Total renewable water resources per capita",4190,2012,312.0862606746,"E","","0"
"Andorra",20,"Total renewable water resources per capita",4190,2012,3828.8424909314,"E","","0"
"Angola",24,"Total renewable water resources per capita",4190,2012,5910.4830262597,"E","","0"
"Antigua and Barbuda",28,"Total renewable water resources per capita",4190,2012,575.1639770377,"E","","0"
"Argentina",32,"Total renewable water resources per capita",4190,2012,20985.172719582,"E","","0"
"Armenia",51,"Total renewable water resources per capita",4190,2012,2693.6094644193,"E","","0"
"Australia",36,"Total renewable water resources per capita",4190,2012,21481.0127930783,"E","","0"
"Austria",40,"Total renewable water resources per capita",4190,2012,9138.7821096755,"E","","0"
"Azerbaijan",31,"Total renewable water resources per capita",4190,2012,3742.7040208136,"E","","0"
"Bahamas",44,"Total renewable water resources per capita",4190,2012,1925.2772399226,"E","","0"
"Bahrain",48,"Total renewable water resources per capita",4190,2012,89.2346131833,"E","","0"
"Bangladesh",50,"Total renewable water resources per capita",4190,2012,8125.7309035122,"E","","0"
"Barbados",52,"Total renewable water resources per capita",4190,2012,281.9870215473,"E","","0"
"Belarus",112,"Total renewable water resources per capita",4190,2012,6148.4248882293,"E","","0"
"Belgium",56,"Total renewable water resources per capita",4190,2012,1650.8262520705,"E","","0"
"Belize",84,"Total renewable water resources per capita",4190,2012,64301.775147929,"E","","0"
"Benin",204,"Total renewable water resources per capita",4190,2012,2712.4395726741,"E","","0"
"Bhutan",64,"Total renewable water resources per capita",4190,2012,111177.469173196,"E","","0"
"Bolivia (Plurinational State of)",68,"Total renewable water resources per capita",4190,2012,55311.0349561887,"E","","0"
"Bosnia and Herzegovina",70,"Total renewable water resources per capita",4190,2012,10402.2999346458,"E","","0"
"Botswana",72,"Total renewable water resources per capita",4190,2012,6001.3061666363,"E","","0"
"Brazil",76,"Total renewable water resources per capita",4190,2012,43389.619124699,"E","","0"
"Brunei Darussalam",96,"Total renewable water resources per capita",4190,2012,21303.845469424,"E","","0"
"Bulgaria",100,"Total renewable water resources per capita",4190,2012,2904.2802409544,"E","","0"
"Burkina Faso",854,"Total renewable water resources per capita",4190,2012,814.6638036363,"E","","0"
"Burundi",108,"Total renewable water resources per capita",4190,2012,1355.8313075898,"E","","0"
"Cabo Verde",132,"Total renewable water resources per capita",4190,2012,593.7830910368,"E","","0"
"Cambodia",116,"Total renewable water resources per capita",4190,2012,32211.4598103685,"E","","0"
"Cameroon",120,"Total renewable water resources per capita",4190,2012,13178.7995167851,"E","","0"
"Canada",124,"Total renewable water resources per capita",4190,2012,83099.4074513996,"E","","0"
"Central African Republic",140,"Total renewable water resources per capita",4190,2012,31782.4117485826,"E","","0"
"Chad",148,"Total renewable water resources per capita",4190,2012,3574.571266548,"E","","0"
"Chile",152,"Total renewable water resources per capita",4190,2012,53048.3673687657,"E","","0"
"China",156,"Total renewable water resources per capita",4190,2012,2006.9897416228,"E","","0"
"Colombia",170,"Total renewable water resources per capita",4190,2012,51220.0374175395,"E","","0"
"Comoros",174,"Total renewable water resources per capita",4190,2012,1657.7539368202,"E","","0"
"Congo",178,"Total renewable water resources per capita",4190,2012,184470.796077956,"E","","0"
"Cook Islands",184,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Costa Rica",188,"Total renewable water resources per capita",4190,2012,24104.0955631399,"E","","0"
"Côte d'Ivoire",384,"Total renewable water resources per capita",4190,2012,3904.9178946227,"E","","0"
"Croatia",191,"Total renewable water resources per capita",4190,2012,24558.4255418799,"E","","0"
"Cuba",192,"Total renewable water resources per capita",4190,2012,3386.306105016,"E","","0"
"Cyprus",196,"Total renewable water resources per capita",4190,2012,687.1968184549,"E","","0"
"Czechia",203,"Total renewable water resources per capita",4190,2012,1242.7592733705,"E","","0"
"Democratic People's Republic of Korea",408,"Total renewable water resources per capita",4190,2012,3110.8061907261,"E","","0"
"Democratic Republic of the Congo",180,"Total renewable water resources per capita",4190,2012,18588.6136526456,"E","","0"
"Denmark",208,"Total renewable water resources per capita",4190,2012,1069.328105507,"E","","0"
"Djibouti",262,"Total renewable water resources per capita",4190,2012,345.5675774676,"E","","0"
"Dominica",212,"Total renewable water resources per capita",4190,2012,2818.2907066864,"E","","0"
"Dominican Republic",214,"Total renewable water resources per capita",4190,2012,2366.3476762869,"E","","0"
"Ecuador",218,"Total renewable water resources per capita",4190,2012,28589.7061160451,"E","","0"
"Egypt",818,"Total renewable water resources per capita",4190,2012,665.3379732345,"E","","0"
"El Salvador",222,"Total renewable water resources per capita",4190,2012,4211.3376519717,"E","","0"
"Equatorial Guinea",226,"Total renewable water resources per capita",4190,2012,25213.5637335857,"E","","0"
"Eritrea",232,"Total renewable water resources per capita",4190,2012,2250.6999784622,"E","","0"
"Estonia",233,"Total renewable water resources per capita",4190,2012,9678.3530928634,"E","","0"
"Eswatini",748,"Total renewable water resources per capita",4190,2012,4178.6807599084,"E","","0"
"Ethiopia",231,"Total renewable water resources per capita",4190,2012,1315.6903570196,"E","","0"
"Faroe Islands",234,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Fiji",242,"Total renewable water resources per capita",4190,2012,33003.1477257884,"E","","0"
"Finland",246,"Total renewable water resources per capita",4190,2012,20314.8056150123,"E","","0"
"France",250,"Total renewable water resources per capita",4190,2012,3319.4774777465,"E","","0"
"Gabon",266,"Total renewable water resources per capita",4190,2012,94874.3828878619,"E","","0"
"Gambia",270,"Total renewable water resources per capita",4190,2012,4199.4464079773,"E","","0"
"Georgia",268,"Total renewable water resources per capita",4190,2012,15582.7628511658,"E","","0"
"Germany",276,"Total renewable water resources per capita",4190,2012,1901.8772615358,"E","","0"
"Ghana",288,"Total renewable water resources per capita",4190,2012,2161.8336349771,"E","","0"
"Greece",300,"Total renewable water resources per capita",4190,2012,6344.4213845958,"E","","0"
"Grenade",308,"Total renewable water resources per capita",4190,2012,1861.4001451892,"E","","0"
"Guatemala",320,"Total renewable water resources per capita",4190,2012,8376.1324166278,"E","","0"
"Guinea",324,"Total renewable water resources per capita",4190,2012,21216.6111795957,"E","","0"
"Guinea-Bissau",624,"Total renewable water resources per capita",4190,2012,19564.1189074748,"E","","0"
"Guyana",328,"Total renewable water resources per capita",4190,2012,358750.805865509,"E","","0"
"Haiti",332,"Total renewable water resources per capita",4190,2012,1367.8758902851,"E","","0"
"Holy See",336,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Honduras",340,"Total renewable water resources per capita",4190,2012,10666.2765744082,"E","","0"
"Hungary",348,"Total renewable water resources per capita",4190,2012,10543.0074618135,"E","","0"
"Iceland",352,"Total renewable water resources per capita",4190,2012,522029.651284193,"E","","0"
"India",356,"Total renewable water resources per capita",4190,2012,1509.6617319862,"E","","0"
"Indonesia",360,"Total renewable water resources per capita",4190,2012,8125.1197767911,"E","","0"
"Iran (Islamic Republic of)",364,"Total renewable water resources per capita",4190,2012,1814.207325037,"E","","0"
"Iraq",368,"Total renewable water resources per capita",4190,2012,2817.8102541263,"E","","0"
"Ireland",372,"Total renewable water resources per capita",4190,2012,11284.2373526485,"E","","0"
"Israel",376,"Total renewable water resources per capita",4190,2012,233.7506526633,"E","","0"
"Italy",380,"Total renewable water resources per capita",4190,2012,3194.7510023928,"E","","0"
"Jamaica",388,"Total renewable water resources per capita",4190,2012,3808.0567686511,"E","","0"
"Japan",392,"Total renewable water resources per capita",4190,2012,3348.2949948495,"E","","0"
"Jordan",400,"Total renewable water resources per capita",4190,2012,115.8225465089,"E","","0"
"Kazakhstan",398,"Total renewable water resources per capita",4190,2012,6471.6495960816,"E","","0"
"Kenya",404,"Total renewable water resources per capita",4190,2012,692.3229525558,"E","","0"
"Kiribati",296,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Kuwait",414,"Total renewable water resources per capita",4190,2012,5.9721940617,"E","","0"
"Kyrgyzstan",417,"Total renewable water resources per capita",4190,2012,4201.3129414243,"E","","0"
"Lao People's Democratic Republic",418,"Total renewable water resources per capita",4190,2012,51749.3129832587,"E","","0"
"Latvia",428,"Total renewable water resources per capita",4190,2012,16887.254617654,"E","","0"
"Lebanon",422,"Total renewable water resources per capita",4190,2012,813.1663973568,"E","","0"
"Lesotho",426,"Total renewable water resources per capita",4190,2012,1499.7563268178,"E","","0"
"Liberia",430,"Total renewable water resources per capita",4190,2012,56097.4683841197,"E","","0"
"Libya",434,"Total renewable water resources per capita",4190,2012,111.3630390528,"E","","0"
"Liechtenstein",438,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Lithuania",440,"Total renewable water resources per capita",4190,2012,8044.494922282,"E","","0"
"Luxembourg",442,"Total renewable water resources per capita",4190,2012,6593.1126461552,"E","","0"
"Madagascar",450,"Total renewable water resources per capita",4190,2012,15080.5635476824,"E","","0"
"Malawi",454,"Total renewable water resources per capita",4190,2012,1122.3683531096,"E","","0"
"Malaysia",458,"Total renewable water resources per capita",4190,2012,19953.0834205048,"E","","0"
"Maldives",462,"Total renewable water resources per capita",4190,2012,75.5216659073,"E","","0"
"Mali",466,"Total renewable water resources per capita",4190,2012,7509.6235826211,"E","","0"
"Malta",470,"Total renewable water resources per capita",4190,2012,119.7224336133,"E","","0"
"Marshall Islands",584,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Mauritania",478,"Total renewable water resources per capita",4190,2012,3075.6322245319,"E","","0"
"Mauritius",480,"Total renewable water resources per capita",4190,2012,2194.6759761561,"E","","0"
"Mexico",484,"Total renewable water resources per capita",4190,2012,3938.5318956253,"E","","0"
"Micronesia (Federated States of)",583,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Mongolia",496,"Total renewable water resources per capita",4190,2012,12319.9011009319,"E","","0"
"Morocco",504,"Total renewable water resources per capita",4190,2012,872.3929739275,"E","","0"
"Mozambique",508,"Total renewable water resources per capita",4190,2012,8731.9685452854,"E","","0"
"Myanmar",104,"Total renewable water resources per capita",4190,2012,22713.7885261097,"E","","0"
"Namibia",516,"Total renewable water resources per capita",4190,2012,18184.0300385049,"E","","0"
"Nauru",520,"Total renewable water resources per capita",4190,2012,986.1932938856,"E","","0"
"Nepal",524,"Total renewable water resources per capita",4190,2012,7788.3111825291,"E","","0"
"Netherlands",528,"Total renewable water resources per capita",4190,2012,5419.2988975598,"E","","0"
"New Zealand",554,"Total renewable water resources per capita",4190,2012,73179.6233017348,"E","","0"
"Nicaragua",558,"Total renewable water resources per capita",4190,2012,27500.0894271082,"E","","0"
"Niger",562,"Total renewable water resources per capita",4190,2012,1913.4362561611,"E","","0"
"Nigeria",566,"Total renewable water resources per capita",4190,2012,1711.427758069,"E","","0"
"Niue",570,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"North Macedonia",807,"Total renewable water resources per capita",4190,2012,3085.4109237045,"E","","0"
"Norway",578,"Total renewable water resources per capita",4190,2012,78385.0837772994,"E","","0"
"Oman",512,"Total renewable water resources per capita",4190,2012,400.2253840663,"E","","0"
"Pakistan",586,"Total renewable water resources per capita",4190,2012,1317.8119927502,"E","","0"
"Palau",585,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Palestine",275,"Total renewable water resources per capita",4190,2012,197.3324518993,"E","","0"
"Panama",591,"Total renewable water resources per capita",4190,2012,36944.5285743004,"E","","0"
"Papua New Guinea",598,"Total renewable water resources per capita",4190,2012,104966.569916581,"E","","0"
"Paraguay",600,"Total renewable water resources per capita",4190,2012,60386.0803520915,"E","","0"
"Peru",604,"Total renewable water resources per capita",4190,2012,63707.3747234026,"E","","0"
"Philippines",608,"Total renewable water resources per capita",4190,2012,4927.342629703,"E","","0"
"Poland",616,"Total renewable water resources per capita",4190,2012,1582.6491841744,"E","","0"
"Portugal",620,"Total renewable water resources per capita",4190,2012,7353.005441224,"E","","0"
"Puerto Rico",630,"Total renewable water resources per capita",4190,2012,2007.5937942166,"E","","0"
"Qatar",634,"Total renewable water resources per capita",4190,2012,26.4107796052,"E","","0"
"Republic of Korea",410,"Total renewable water resources per capita",4190,2012,1392.3114325408,"E","","0"
"Republic of Moldova",498,"Total renewable water resources per capita",4190,2012,3010.4460268982,"E","","0"
"Romania",642,"Total renewable water resources per capita",4190,2012,10481.2915545687,"E","","0"
"Russian Federation",643,"Total renewable water resources per capita",4190,2012,31428.0344613506,"E","","0"
"Rwanda",646,"Total renewable water resources per capita",4190,2012,1260.7025829142,"E","","0"
"Saint Kitts and Nevis",659,"Total renewable water resources per capita",4190,2012,481.0872572013,"E","","0"
"Saint Lucia",662,"Total renewable water resources per capita",4190,2012,1698.3118779933,"E","","0"
"Saint Vincent and the Grenadines",670,"Total renewable water resources per capita",4190,2012,922.2114630885,"E","","0"
"Samoa",882,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Sao Tome and Principe",678,"Total renewable water resources per capita",4190,2012,11570.8795991593,"E","","0"
"Saudi Arabia",682,"Total renewable water resources per capita",4190,2012,82.3189240917,"E","","0"
"Senegal",686,"Total renewable water resources per capita",4190,2012,2907.7766946884,"E","","0"
"Serbia",688,"Total renewable water resources per capita",4190,2012,18142.9474101726,"E","","0"
"Seychelles",690,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Sierra Leone",694,"Total renewable water resources per capita",4190,2012,23835.8283486657,"E","","0"
"Singapore",702,"Total renewable water resources per capita",4190,2012,111.742747337,"E","","0"
"Slovakia",703,"Total renewable water resources per capita",4190,2012,9252.2672209901,"E","","0"
"Slovenia",705,"Total renewable water resources per capita",4190,2012,15487.2406421738,"E","","0"
"Solomon Islands",90,"Total renewable water resources per capita",4190,2012,80386.5749024841,"E","","0"
"Somalia",706,"Total renewable water resources per capita",4190,2012,1156.0690914076,"E","","0"
"South Africa",710,"Total renewable water resources per capita",4190,2012,971.9367138409,"E","","0"
"South Sudan",728,"Total renewable water resources per capita",4190,2012,4894.3759072517,"E","","0"
"Spain",724,"Total renewable water resources per capita",4190,2012,2369.1617162165,"E","","0"
"Sri Lanka",144,"Total renewable water resources per capita",4190,2012,2571.5204114433,"E","","0"
"Sudan",729,"Total renewable water resources per capita",4190,2012,1044.3782568957,"E","","0"
"Suriname",740,"Total renewable water resources per capita",4190,2012,182911.620430674,"E","","0"
"Sweden",752,"Total renewable water resources per capita",4190,2012,18233.619188977,"E","","0"
"Switzerland",756,"Total renewable water resources per capita",4190,2012,6680.8091696166,"E","","0"
"Syrian Arab Republic",760,"Total renewable water resources per capita",4190,2012,822.0616652909,"E","","0"
"Tajikistan",762,"Total renewable water resources per capita",4190,2012,2782.2805176235,"E","","0"
"Thailand",764,"Total renewable water resources per capita",4190,2012,6465.7445264799,"E","","0"
"Timor-Leste",626,"Total renewable water resources per capita",4190,2012,7250.7003567539,"E","","0"
"Togo",768,"Total renewable water resources per capita",4190,2012,2170.1231906598,"E","","0"
"Tokelau",772,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Tonga",776,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Trinidad and Tobago",780,"Total renewable water resources per capita",4190,2012,2855.4028460336,"E","","0"
"Tunisia",788,"Total renewable water resources per capita",4190,2012,425.4631832833,"E","","0"
"Turkey",792,"Total renewable water resources per capita",4190,2012,2834.5214166445,"E","","0"
"Turkmenistan",795,"Total renewable water resources per capita",4190,2012,4701.1142960193,"E","","0"
"Tuvalu",798,"Total renewable water resources per capita",4190,2012,0.0,"E","","0"
"Uganda",800,"Total renewable water resources per capita",4190,2012,1739.0698447488,"E","","0"
"Ukraine",804,"Total renewable water resources per capita",4190,2012,3856.2227330314,"E","","0"
"United Arab Emirates",784,"Total renewable water resources per capita",4190,2012,16.4085133493,"E","","0"
"United Kingdom",826,"Total renewable water resources per capita",4190,2012,2278.1757335788,"E","","0"
"United Republic of Tanzania",834,"Total renewable water resources per capita",4190,2012,2045.9893868684,"E","","0"
"United States of America",840,"Total renewable water resources per capita",4190,2012,9772.5195317846,"E","","0"
"Uruguay",858,"Total renewable water resources per capita",4190,2012,50962.2000754667,"E","","0"
"Uzbekistan",860,"Total renewable water resources per capita",4190,2012,1659.4558268445,"E","","0"
"Vanuatu",548,"Total renewable water resources per capita",4190,2012,40080.3209632103,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"Total renewable water resources per capita",4190,2012,45128.1412719944,"E","","0"
"Viet Nam",704,"Total renewable water resources per capita",4190,2012,9845.223141428,"E","","0"
"Yemen",887,"Total renewable water resources per capita",4190,2012,85.8082264592,"E","","0"
"Zambia",894,"Total renewable water resources per capita",4190,2012,7244.9991877029,"E","","0"
"Zimbabwe",716,"Total renewable water resources per capita",4190,2012,1524.9539654522,"E","","0"
"Afghanistan",4,"Long-term average annual precipitation in depth",4151,2017,327.0,"","","6433"
"Albania",8,"Long-term average annual precipitation in depth",4151,2017,1485.0,"X","","6433"
